,ad_id,location,price,title,room_count,project
10,1173866584,Cumhuriyet Mah.,"14,000,000 TL",ŞİŞLİ HALASKARGAZİ CAD. ÜZERİNDE LOTUSNİŞANTAŞI AVMKARŞISI135M2,3+1,
11,1245469061,Cumhuriyet Mah.,"15,750,000 TL","BOMONTİ'DE,BOŞ,YENİ BİNA,KIŞ BAHÇELİ,2 WC,UFKU AÇIK 2+1 DUBLEKS",2+1,Normal Daire
12,1157914591,Cumhuriyet Mah.,"59,000,000 TL",DİVAN BOMONTİ RESİDENCE BOĞAZ MANZARALI 3+1 FULL MOBİLYALI DAİRE,3+1,Divan
13,1245449898,Cumhuriyet Mah.,"17,250,000 TL",PAY/ Sinpaş Queen Bomonti 1+1 Villa Konforunda Bahçe Katı,1+1,SİNPAŞ
14,1242414080,Cumhuriyet Mah.,"18,500,000 TL",2+1 ANTHILL RESIDANCE BUYUK TİP DAİRE,2+1,Anthill
15,1196903411,Cumhuriyet Mah.,"6,500,000 TL",ŞİŞLİ SİLAHŞÖR CADDESİNDE 85M2 2.KAT DAİRE,2+1,
16,1218151508,Cumhuriyet Mah.,"12,000,000 TL",Seçil den Şişli Bomonti Anthill Residence Boş Satılık 1+1 Daire,1+1,Anthill
17,1227309005,Cumhuriyet Mah.,"16,950,000 TL",ŞİŞLİ ANTHİLL RESİDENCE YÜKSEK KAT 2 +1 SATILIK DAiRE,2+1,Anthill
18,1238370955,Cumhuriyet Mah.,"27,500,000 TL",BERRAKDENİZ SİNPAŞQUEENBOMONTİ 2+1 140M2 CITIZENSHIPDEED TERASLI,2+1,SİNPAŞ
19,1188329814,Cumhuriyet Mah.,"5,250,000 TL",Şişli Bomonti Arpa Suyu Sokak Asansörlü 2+1 Satılık Daire,2+1,
20,1226353100,Cumhuriyet Mah.,"12,800,000 TL",SİNPAŞ QUEEN CENTRAL PARK 1+1 SATILIK DAİRE,1+1,SİNPAŞ
21,1240651721,Cumhuriyet Mah.,"6,650,000 TL",Şişli Motivaada'da Satılık 1+1 Daire,1+1,
22,1213295536,Cumhuriyet Mah.,"7,000,000 TL",Bomonti'de İçi Yenilenmiş 3+1 Satılık Daire,3+1,
23,1234487327,Cumhuriyet Mah.,"13,900,000 TL",BOMONTİ SİNPAŞ QUEEN 1+1 KAPALI MUTFAK BOŞ SATILIK FIRSAT -ŞİŞLİ,1+1,SİNPAŞ
24,1230029364,Cumhuriyet Mah.,"18,500,000 TL",2+1 Sinpaş Queen Bomonti For Sale - للبيع - Satilik,2+1,SİNPAŞ
25,1240351954,Cumhuriyet Mah.,"15,950,000 TL",Sinpaş Queen Köşe Kapalı Mutfak,1+1,SİNPAŞ
26,1246010591,Cumhuriyet Mah.,"8,850,000 TL","SİNPAŞ QUEEN ''BOŞ'' FIRSAT DAİRE,BOMONTİ",Studio Flat (1+0),SİNPAŞ
27,1239028771,Cumhuriyet Mah.,"19,750,000 TL",SİNPAŞ QUEEN DE BOĞAZ MANZARALI KÖŞE CEPHELİ VATANDAŞLIĞA UYGUN,2+1,SİNPAŞ
28,1164072484,Cumhuriyet Mah.,"11,000,000 TL",ŞİŞLİ BOMONTİ ANTHILL RESIDENCE SATILIK 1+1 DAİRE,1+1,Anthill
29,1238371339,Cumhuriyet Mah.,"20,750,000 TL",BERRAK DENİZ SİNPAŞQUEEN BOMONTİ 1+1 CITIZENSHIP DEED FLOOR 41,1+1,SİNPAŞ
30,1230644037,Cumhuriyet Mah.,"12,060,000 TL",SİNPAS QUEEN'DE 1+1 SATILIK BOŞ DAİRE,1+1,SİNPAŞ
31,1238786275,Cumhuriyet Mah.,"26,700,000 TL",BOMONTİ EXTENSA MODERN PALAS YÜKSEK TAVANLI SATILIK PENTHOUSE,2+1,
32,1207979825,Cumhuriyet Mah.,"10,900,000 TL",BOMONTİ ANTHİLL RESİDENCE 1+1 FIRSAT DAİRE,1+1,Anthill
33,1215312863,Cumhuriyet Mah.,"12,500,000 TL",Anthill Residence'ta şık peyzaj manzaralı 2+1 daire,2+1,Anthill
34,1245082711,Cumhuriyet Mah.,"16,000,000 TL",BOMONTİ ANTHİLL VATANDAŞLIĞA UYGUN SATILIK 1+1 DAİRE,1+1,Anthill
35,1240380300,Cumhuriyet Mah.,"9,900,000 TL",ANTHİLL RESİDENCE BOMONTİ 1+1 BOŞ SATILIK - ŞİŞLİ,1+1,Anthill
36,1227915075,Cumhuriyet Mah.,"6,600,000 TL",Estateland - Anthill Residence'ın Karşısında 3. Kat 2+1 Satılık,2+1,Anthill
37,1220531402,Cumhuriyet Mah.,"18,950,000 TL",ŞİŞLİ SİNPAŞ QUEEN'DE SATILIK EŞYALI 1+1 DAİRE,1+1,SİNPAŞ
38,1238374038,Cumhuriyet Mah.,"38,000,000 TL","BERRAKDENİZ SİNPAŞ QUEEN 3,5+1 CLOSED KITCHEN 210 M2",3.5+1,SİNPAŞ
39,1226751159,Cumhuriyet Mah.,"12,000,000 TL",Bomonti Elysium Residence Satılık 1+1 Bakımlı Eşyalı Daire,1+1,Elysium Fantastic
40,1241988575,Cumhuriyet Mah.,"9,750,000 TL",BOMONTİ ANTHİLL'DE HALİÇ MANZARALI 1+1 SATILIK DAİRE,1+1,Anthill
41,1244963033,Cumhuriyet Mah.,"11,250,000 TL",Bomonti Anthill Residence 31. Katta 1+1 88 M2 Satılık Daire,1+1,Anthill
42,1223647917,Cumhuriyet Mah.,"12,000,000 TL","ANTHİLL 1+1,KİRACISIZ ,YÜKSEK KAT FIRSAT DAİRE-SİNPAŞ YANI-",1+1,SİNPAŞ
43,1233286270,Cumhuriyet Mah.,"9,795,000 TL",BOMONTİ ANTHİLL REZİDANS'DA SATILIK 90 M2 1+1 BOŞ DAİRE,1+1,Anthill
44,1207975193,Cumhuriyet Mah.,"11,000,000 TL",BOMONTİ ANTHİLL RESİDENCE 1+1 YÜKSEK KAT SATILIK FIRSAT,1+1,Anthill
45,1245866968,Cumhuriyet Mah.,"17,500,000 TL",SİNPAŞ QUEEN EN UYGUN BÜYÜK TİP 2+1,2+1,SİNPAŞ
46,1161280615,Cumhuriyet Mah.,"9,700,000 TL",MOTİVADA YATIRIMLIK LÜKS RESİDANCE 1+1 DAİRE,1+1,Normal Daire
47,1240179151,Cumhuriyet Mah.,"21,000,000 TL",Sinpaş Queen Bomonti Vatandaşlığa Uygun Köşe 1+1 Satılık,1+1,SİNPAŞ
48,1227079935,Cumhuriyet Mah.,"11,500,000 TL",BOMONTİ ANTHİLL REZİDANS 1+1 BOŞ SATILIK DAİRE ARS PREMİUM,1+1,Anthill
49,1230094166,Cumhuriyet Mah.,"8,400,000 TL",Şişli Sinpaş QUEEN 1+0 (Sıfır) BOŞ Şehir Manz. Yüksek K. Satılık,Studio Flat (1+0),SİNPAŞ
0,1238734535,Cumhuriyet Mah.,"13,700,000 TL",ZET | Sinpaş Queen 1+1 K.Mutfak Geniş Köşe Teraslı (Sıfır) BOŞ,1+1,SİNPAŞ
1,1220526541,Cumhuriyet Mah.,"17,650,000 TL",ŞİŞLİ SİNPAŞ QUEEN'DE SATILIK 1+1 DAİRE,1+1,SİNPAŞ
2,1238213551,Cumhuriyet Mah.,"15,800,000 TL",ANT HİLL BÜYÜK TİP 2+1 HAVUZ CEPHE DAİRE...,2+1,
3,1232900049,Cumhuriyet Mah.,"8,900,000 TL",BOMONTİ MODERN PALAS SATILIK 1+1 DAİRE (BOŞ),1+1,
4,1046123156,Cumhuriyet Mah.,"3,200,000 TL",ŞİŞLİ CUMHURİYET MAH.OSMANBEYE PARALEL SIFIR TADİLATLI LÜX DAİRE,1+1,Normal Daire
5,1244954670,Cumhuriyet Mah.,"11,250,000 TL",Bomonti Anthill Residence 27. Katta 1+1 88 M2 Satılık Daire,1+1,Anthill
6,1231788677,Cumhuriyet Mah.,"7,300,000 TL",Bomonti de sahibinden satılık temiz daire,2+1,
7,1233163660,Cumhuriyet Mah.,"17,500,000 TL",ANTHILL RESIDENCE'TA VAT UYGUN HEMEN TAŞININ BÜYÜK 2+1 DAİRE,2+1,Anthill
8,1244564508,Cumhuriyet Mah.,"8,250,000 TL",ASTANA'dan ŞİŞLİ BOMONTİ YENİ BİNA 3.5+1 DUBLEX DAİRE,3.5+1,
9,1243478845,Cumhuriyet Mah.,"20,000,000 TL",SİNPAŞ QUEEN CENTRAL PARK 1+1 AÇIK MUTFAK KÖŞE DAİRE,1+1,SİNPAŞ
10,1213511538,Cumhuriyet Mah.,"26,469,000 TL",SİNPAŞ QUEEN BOMONTİ GİYİNME ODALI EBEVEYN BANYOLU SATILIK DAİRE,2+1,SİNPAŞ
11,1230560997,Cumhuriyet Mah.,"46,440,000 TL",ELYSIUM FANTASTİC BOMONTİ'DE 4+1 PENTHOUSE ULTRA LÜKS DAİRE,4+1,Elysium Fantastic
12,1244657813,Cumhuriyet Mah.,"8,500,000 TL",Sahibinden Bomonti The House Residence 1+0 Büyük Balkonlu,Studio Flat (1+0),
13,1229009824,Cumhuriyet Mah.,"13,900,000 TL",ANTHİLL RESİDENCE BOMONTİ 2+1 SATILIK BOŞ DAİRE,2+1,Anthill
14,1232886666,Cumhuriyet Mah.,"7,850,000 TL",A-Z EMLAK'DAN PANGALTI SAINT MICHEL ARKASI SATILIK 3+1,3.5+1,
15,846821621,Cumhuriyet Mah.,"17,650,000 TL",Emsalsiz Konumda Sahibinden 1+1 30 & Above Lüx Rezidans Available,1+1,
16,1118820975,Cumhuriyet Mah.,"13,990,000 TL",DİVAN RESIDENCE SATILIK BOĞAZ MANZARALI BOŞ DAİRE 1+1,1+1,Divan
17,1113432689,Cumhuriyet Mah.,"15,500,000 TL",Sinpaş Queen Residance Bomonti Satılık 1+1 Vatandaşlığa Uygun,1+1,SİNPAŞ
18,1226501843,Cumhuriyet Mah.,"39,500,000 TL",3.5+1 Queen Bomonti - For Sale - للبيع - Satilik,3.5+1,SİNPAŞ
19,1244591217,Cumhuriyet Mah.,"19,500,000 TL",Anthill'de Sahibinden 2+1 Özel Dekorasyonlu Yeni Fırsat Daire,2+1,Anthill
20,1238387484,Cumhuriyet Mah.,"20,250,000 TL",BOMONTİ ANTHİLL 2+1 BAHÇEKATI SATILIK,2+1,Anthill
21,1227889785,Cumhuriyet Mah.,"10,125,000 TL",DİVAN YÜKSEK KİRA GETİRİLİ GÜNCEL FIRSAT DAİRE-BOMONTİ,1+1,Divan
22,1173539613,Cumhuriyet Mah.,"9,000,000 TL",BOMONTİ OFTON ELYSIUM FANTASTIC RESİDENCE'DE 1+1,1+1,Elysium Fantastic
23,1245365376,Cumhuriyet Mah.,"56,000,000 TL",Bomonti Divan Residence Boş 3+1 Satilik daire alternatifleriyle,3+1,Divan
24,1239244864,Cumhuriyet Mah.,"14,000,000 TL",Sinpaş Queen Kapalı Mutfak Balkon Geniş 1+1 Rotana Divan Anthill,1+1,SİNPAŞ
25,1244515556,Cumhuriyet Mah.,"19,150,000 TL",SİNPAŞ QUEEN BOMONTİ'de 140m2 2+1 BÜYÜK TİP BOŞ EŞYALI SATILIK,2+1,SİNPAŞ
26,1244490026,Cumhuriyet Mah.,"9,750,000 TL",BOMONTİ'DE SOSYAL YAŞAMIN MERKEZİNDE YENİ BİNADA SATILIK BOŞ 2+1,2+1,
27,1214572739,Cumhuriyet Mah.,"17,750,000 TL",Atlas'dan Sinpaş Queen Bomonti'de Taşınmaya Hazır Çok Şık 2+1,2+1,SİNPAŞ
28,1244945645,Cumhuriyet Mah.,"11,250,000 TL",Bomonti Anthill Residence 26. Katta 1+1 88 M2 Satılık Daire,1+1,Anthill
29,1227424385,Cumhuriyet Mah.,"14,000,000 TL",BOMONTİ PLAZALAR KARŞISINDA SIFIR DUBLEKS MESKEN,3+2,
30,1244679389,Cumhuriyet Mah.,"9,750,000 TL",Kw Fores'den Şişli-Bomonti Anthill Residence Boş 1+1 SATILIK,1+1,Anthill
31,1228499845,Cumhuriyet Mah.,"7,000,000 TL",Bomonti Sıfır Binada Keyifli Bahçeli 2+1 Ferah,2+1,
32,1140396937,Cumhuriyet Mah.,"17,000,000 TL",Sinpaş Queen Bomonti'de Vatandaşlığa Uygun 1+1 Satılık,1+1,SİNPAŞ
33,1229011762,Cumhuriyet Mah.,"11,300,000 TL",ANTHİLL RESİDENCE BOMONTİ 1+1 SATILIK BOŞ DAİRE -ŞİŞLİ,1+1,Anthill
34,1189266498,Cumhuriyet Mah.,"22,750,000 TL",SİNPAŞ QUEEN REZİDANS BOMONTİ 34.KAT ÇOK AMAÇLI 1+1 EŞYALI,1+1,SİNPAŞ
35,1207564381,Cumhuriyet Mah.,"37,500,000 TL","SİNPAŞ QUEN BOMONTİ'DE LÜKS SATILIK 3,5+1 SATILIK RESİDANCE",3.5+1,SİNPAŞ
36,1197044905,Cumhuriyet Mah.,"15,600,000 TL",DİVAN RESİDANCE SATILIK 1+1 FULL BOĞAZ MANZARALI,1+1,Divan
37,1227191555,Cumhuriyet Mah.,"8,800,000 TL",BOMONTİ THE HOUSE RESIDENCE 1+0 BÜYÜK BALKONLU ÇOK ŞIK DAİRE,Studio Flat (1+0),
38,1244377216,Cumhuriyet Mah.,"19,000,000 TL",Sinpaş Queen'de Satılık 2+1 Büyük Tip BOŞ TAŞINMAYA HAZIR-Güncel,2+1,SİNPAŞ
39,1232886463,Cumhuriyet Mah.,"7,750,000 TL","ŞİŞLİ KAZIM ORBAY CAD. ÜZERİNDE BAHÇELİ,EŞYALI SATILIK 2+1 DAİRE",2+1,Normal Daire
40,1083892026,Cumhuriyet Mah.,"14,850,000 TL","SİNPAŞ 1+1,,KÖŞE 102 M2,TERASLI,BOŞ DAİRE,BOMONTİ",1+1,SİNPAŞ
41,1227437923,Cumhuriyet Mah.,"21,250,000 TL",BOMONTİ ANTHİLL 2+1 Köşe SATILIK,2+1,Anthill
42,1208491372,Cumhuriyet Mah.,"21,000,000 TL",SİNPAŞ QUEEN BOMONTİ REZİDANS 2+1,2+1,SİNPAŞ
43,1232903770,Cumhuriyet Mah.,"10,500,000 TL",BOMONTİ MODERN PALAS 1+1 79 M2 SATILIK KÖŞE DAİRE (BOŞ),1+1,
44,1205299752,Cumhuriyet Mah.,"19,500,000 TL",Anthill Rezidans da Manzaralı 2+1 Satılık Daire,2+1,Anthill
45,1237907436,Cumhuriyet Mah.,"17,475,000 TL",ŞİŞLİ ANTHİL RESİDANS 'ta 2+1 ÇİFT BANYO 2 BALKON SATILIK DAİRE,2+1,
46,949957395,Cumhuriyet Mah.,"10,980,000 TL",BOMONTİ DİVAN 1+1 FIRSAT DAİRE-SİNPAŞ-ANTHİLL,1+1,SİNPAŞ
47,1161095858,Cumhuriyet Mah.,"11,000,000 TL",Divan Bomonti Full Eşyalı 90 m2 Satılık 1+1 Satılık Daire,1+1,Divan
48,1231427176,Cumhuriyet Mah.,"14,600,000 TL",ANTHİLL SATILIK 2+1 FIRSAT DAİRE,2+1,Anthill
49,1238045494,Cumhuriyet Mah.,"15,350,000 TL","ANTHİLL 2+1,,BOŞ,,V­ATANDAŞLIK UYGUN DAİRE-BOMONTİ-SİNPAŞ",2+1,SİNPAŞ
50,1120347850,Cumhuriyet Mah.,"15,400,000 TL",ANTHILL RESİDENCE A BLOKTA ADA MUTFAKLI HALİÇ MANZARALI,2+1,Anthill
0,1232871549,Cumhuriyet Mah.,"18,200,000 TL",EXTENSA BOMONTİ APARTMAN 137 M2 2+1 SATILIK DAİRE,2+1,
1,1232448122,Cumhuriyet Mah.,"23,300,000 TL",SİNPAŞ QUEEN BOMONTİ 2+1,2+1,SİNPAŞ
2,1239226967,Cumhuriyet Mah.,"14,925,000 TL",BOMONTİ DİVAN RESİDENCE DA 1+1 DENİZ MANZARALI DAİRE,1+1,Divan
3,1206823736,Cumhuriyet Mah.,"15,490,000 TL",Şişli Ant hill 2+1 2 banyolu 19. Kat satılık,2+1,
4,1243589867,Cumhuriyet Mah.,"17,350,000 TL",ANTHILL RESIDENCE 2+1 VATANDAŞLIĞA UYGUN,2+1,Anthill
5,1244448389,Cumhuriyet Mah.,"15,500,000 TL",Queen Bomonti boş büyük tip balkonlu 1+1,1+1,SİNPAŞ
6,1202033192,Cumhuriyet Mah.,"6,500,000 TL",Bomonti Sadık Şendil'de Satılık 3+1 - 105 M2 Ara Kat Daire,3+1,
7,1239531686,Cumhuriyet Mah.,"10,500,000 TL",DİVAN 1+1 YÜKSEK KAT MANZARALI FIRSAT DAİRE-BOMONTİ,1+1,Divan
8,951757649,Cumhuriyet Mah.,"10,500,000 TL",ANTHILL RESİDENCE 'DA YÜKSEK KATTA GENİŞ 1+1,1+1,Anthill
9,1146675259,Cumhuriyet Mah.,"15,500,000 TL","Şişli Sinpaş Queen Bomonti Köşe 1+1 By Rotana,Anthill,Divan",1+1,SİNPAŞ
10,1187066676,Cumhuriyet Mah.,"23,000,000 TL",OFTON - ELYSIUM FANTASTIC' DE MİMARİ TASARIMLI ÖZEL DUBLEX DAİRE,3+1,Elysium Fantastic
11,1226610596,Cumhuriyet Mah.,"18,750,000 TL",Fırsat Daire! Anthill Büyük Tip 2+1 Büyük Balkon Boş Durumda,2+1,Anthill
12,1224462199,Cumhuriyet Mah.,"40,000,000 TL",SİNPAŞ QUEEN 3+1 3 BANYO MANZARALI YÜKSEK KAT,3+1,SİNPAŞ
13,1239118492,Cumhuriyet Mah.,"8,300,000 TL",SİNPAS QUEEN BOMONTİ'DE 1+0 SATILIK BOŞ DAİRE,Studio Flat (1+0),SİNPAŞ
14,1233979148,Cumhuriyet Mah.,"13,700,000 TL",ZET | Sinpaş Queen 1+1 88m2 Yüksek K. | Şehir Manz. (Sıfır) BOŞ,1+1,SİNPAŞ
15,1178054129,Cumhuriyet Mah.,"16,000,000 TL",ANTHILL RESIDANCE VATANDAŞLIĞA UYGUN BÜYÜK TİP DAİRE,2+1,Anthill
16,1245196170,Cumhuriyet Mah.,"9,950,000 TL",ANTHILL RESIDENCE 1+1 SATILIK BAHÇE KATI,1+1,Anthill
17,1243981326,Cumhuriyet Mah.,"22,400,000 TL",SİNPAŞ QUEEN BÜYÜK TİP 2 + 1 YÜKSEK KAT BALKONLU SATILIK DAİRE,2+1,SİNPAŞ
18,1239140871,Cumhuriyet Mah.,"15,375,000 TL",SİNPAŞ QUEEN'DE 2+1 KÖŞE DAİRE,2+1,SİNPAŞ
19,1219982094,Cumhuriyet Mah.,"17,000,000 TL",SİNPAŞ QUEEN CENTRAL PARK 1+1 BOĞAZ CEPHE SATILIK FIRSAT,1+1,SİNPAŞ
20,1243437728,Cumhuriyet Mah.,"17,000,000 TL",ŞİŞLİ BOMONTİ ANTHİLL RESİDENCE 2+1 118 M2 16. KAT BOŞ SATILIK,2+1,Anthill
21,1243403413,Cumhuriyet Mah.,"13,000,000 TL",ŞİŞLİ SİNPAŞ QUEEN SATILIK 1+1 DAİRE SIFIR 24.KATTA BOŞ*********,1+1,SİNPAŞ
